@relation tcTraining

@attribute text string
@attribute class_attr {0,1}

@data
'wind number ms wsw barometer number hpa rising slowly temperature number c rain today number mm humidity number',1
'baby hashtag hashtag hashtag',0
'i think ill let this issue simmer down a bit before i dig into it but that doesnt mean that i wont enjoy the jokes cuz they glorious',0
'gotta love my own country😍👌🏼💚 hashtag media',0
'♫ in for it ♪ by user url media',1
'user must be very hard to verify bw easier to tell if the butt is wiped right user',0
'goals i livet bli bff med adele',0
'simon tweeted a fan',0
'everyone in europe says my last name correctly its actually weird to hear my full name out loud when a stranger says it',0
'user the one on the front row who spoke just now',0
'thank god i have no real need to come out i know that my mom wont care in a good way',0
'anything would be cool help me survive the month url',0
'user user we mostly use fuel yes up here as in swenofi could be a brand thing too yes',0
'number eanumber dnumber anumber dcnumber bnumber denumber dnumber dnumber enumber fnumber anumber ecanumber bnumber bbdnumber anumber fnumber eanumber acnumber fnumber anumber bnumber ccednumber anumber anumber cnumber bdnumber fnumber fnumber aanumber',1
'everyone will regret everything bad they said about the twins when they realise how amazing and lovely they are hashtag hashtag',0
'our daily best pics on hashtag hashtag hashtag url media',0
'me this morning 😒 hashtag hashtag media',0
'watched first part of victorian sherlock somewhat disturbingly pomo mere mention of large groups taken as racist barely a mystery',0
'screw the main missions im having enough fun with the uber driver mini games in watch dogs number',0
'reading white representations or people an interesting and useful topic at hand here url',0
'woah my earphones work well even after a hashtag 🤗',0
'user brilliant bruv 🖖🏾🖖🏾🖖🏾',0
'mj its almost midnight im going to bed have a good one though url',0
'theres never any self pity in beethoven quite right url',0
'user thanks for the swift reply will follow along here on twitter then',0
'i feel so rebel knowing that i know what that stands for aaha url',0
'♫ between consciousness and sleep ♪ by user url media',1
'user the data shows with no doubt whatsoever that the earth is warming we know we are the cause thats why its consensus',0
'im honestly very excited to get to america so i can take my phone off airplane mode and turn on data again lol',0
'where can i watch the hashtag',0
'wind number ms s barometer number hpa falling slowly temperature number c rain today number mm humidity number',1
'did i steal that kiss im sorry but im not',0
'shawn needs to cover shape of you asap',0
'user i feel good',0
'wind number ms ssw barometer number hpa rising slowly temperature number c rain today number mm humidity number',1
'🌕 keeping me up netflix keeping me company hashtag messing with my emotions curse you for being such damn talented story tellers 😭',0
'heres one that _isnt_ insane url',0
'ill do this in the morning when i wake up media',0
'wind number ms wsw barometer number hpa steady temperature number c rain today number mm humidity number',1
'user user user hi kip nightmare 😕 yesterday you got a lyrics evning how all liked gratulasjon and enjoy your da',0
'at pastor conference number media',0
'photo by url',0
'wind number ms nne barometer number hpa falling quickly temperature number c rain today number mm humidity number',1
'♫ universe ♪ by user url media',1
'stg mikey has muted me',0
'⒈ hashtag ⒉ florida ⒊ west ham ⒋ hashtag ⒌ hashtag number number cet hashtag url',1
'user user user im enjoying this so much its so entertaining',0
'arme anders url',0
'yay youre on a roll now user 👏👏👏 😠',0
'for david for his family iman lexi duncan &amp; his wife &amp; son miss him ✴ media',0
'user oh yess',0
'scattered clouds &gt; broken clouds humidity down number &gt; number wind number kmh &gt; number kmh',1
'user 💔braking i miss y sven dö y dömt now me if y answer my twitter i schold bee so happa love yo solo bit url',0
'wind number ms wnw barometer number hpa rising quickly temperature number c rain today number mm humidity number',1
'user pls dnt gve up ur chance pls happyfifthmonthsary mayward',0
'user like dem brows',0
'when you p r o g r a m media',0
'it hurts to hear that for plenty of folks but both hillary and bernie capitulated to power',0
'user the pantyhose ☺️',0
'♫ everglow ♪ by user url media',1
'user hahah thats an old tweet didnt understand a thing when i saw it in my notifs😅 media',0
'wind number ms ene barometer number hpa rising temperature number c rain today number mm humidity number',1
'user user user user user user more coming ❤❤❤❤you must wait😂😂',0
'user i mean how could i not media',0
'matts favorite neighborhood in copenhagen hashtag chistiania copenhagen url',0
'user user user u gonna be in jail again pal',0
'user i mocked user for his beliefs when he refused to accept factual science i could care less about his religion',0
'i will never regret that i have lied to tricked used humiliated certain number stalkers',0
'wind number ms ene barometer number hpa falling very rapidly temperature number c rain today number mm humidity number',1
'hashtag hashtag hashtag hashtag apples from own hashtag 🍎🍾😀 toinen linja url',1
'todays fun in job application trying not to get intimidated by what the geniuses also applying must be writing in this section',0
goodnight,0
'out for a out of focus walk😌 hashtag hashtag hashtag hashtag hashtag hashtag life hashtag url',0
'user fantastic delete your account then boys since youre so confident ; user',0
'wind number ms e barometer number hpa falling very rapidly temperature number c rain today number mm humidity number',1
'happy new year from hashtag hashtag hashtag hashtag user media',0
'user user user user yeah what does that say what is the point',0
'fixing the world in the places where it is broken thx user for shout out to user user &amp; user at url',0
'user its so good one of my favorite songs of the album 😊',0
'user user what are names what are they im happy to talk about quine russell putnam',0
'hashtag hashtag drinking a spitfire premium kentish ale by user the bishops arms — url',1
